Category1,Category2,Category3,Category4,Code,Name,SKU1,매출1,원가1,SKU2,매출2,원가2,SKU3,매출3,원가3
가공식품,김치/절임류,절임식품/반찬,단무지,362157,웰빙랜드 단무지(다진것 일식용_알밥용 1Kg/EA),"1,546 EA","4,624,870","3,416,427","1,616 EA","4,830,116","3,573,569","1,533 EA","4,708,640","3,454,889"
가공식품,김치/절임류,절임식품/반찬,단무지,362159,이엔푸드 통단무지(통 1Kg/EA),10 EA,"61,190","42,964",14 EA,"84,620","59,434",12 EA,"75,980","51,176"
가공식품,김치/절임류,절임식품/반찬,단무지,362164,이엔푸드 꼬들단무지(알밥용 1Kg/EA),125 EA,"728,732","500,168",139 EA,"831,660","566,357",104 EA,"659,780","426,063"
가공식품,김치/절임류,절임식품/반찬,단무지,362167,일미농수산 단무지(반달 2.8Kg/EA),0 EA,0,"-2,960",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,362170,싱그람 단무지(압축_꼬들 1Kg/EA),678 EA,"3,234,640","2,325,194",652 EA,"3,107,370","2,244,113",595 EA,"3,030,960","2,194,590"
가공식품,김치/절임류,절임식품/반찬,단무지,362173,그래도푸드 단무지(맛짱푸드용 2.8Kg/EA),"10,108 EA","37,803,920","37,601,760","10,556 EA","39,479,440","39,268,320","10,188 EA","38,612,520","37,899,360"
가공식품,김치/절임류,절임식품/반찬,단무지,362192,양지푸드 단무지(온달 2.8Kg/EA),35 EA,"153,810","109,813",65 EA,"285,790","203,953",44 EA,"192,720","137,940"
가공식품,김치/절임류,절임식품/반찬,단무지,362193,양지푸드 단무지(반달 2.8Kg/EA),"1,393 EA","6,262,830","5,211,049","1,550 EA","6,934,995","5,818,922","1,861 EA","8,412,700","7,029,335"
가공식품,김치/절임류,절임식품/반찬,단무지,362194,양지푸드 단무지(11mm 김밥용 2.8Kg/EA),72 EA,"392,780","290,683",52 EA,"283,030","207,979",35 EA,"186,700","138,118"
가공식품,김치/절임류,절임식품/반찬,단무지,362195,양지푸드 단무지(스틱 양식용 2.8Kg/EA),47 EA,"230,390","173,706",34 EA,"169,340","126,686",41 EA,"201,530","151,761"
가공식품,김치/절임류,절임식품/반찬,단무지,362196,양지푸드 단무지(얇은반달 2.8Kg/EA),352 EA,"1,888,379","1,322,902",365 EA,"1,967,613","1,375,116",308 EA,"1,674,220","1,168,472"
가공식품,김치/절임류,절임식품/반찬,단무지,362197,양지푸드 단무지(13mm 김밥용 2.8Kg/EA),32 EA,"173,690","134,612",46 EA,"248,110","195,094",42 EA,"229,280","177,592"
가공식품,김치/절임류,절임식품/반찬,단무지,362198,싱그람 맛있는단무지(반달 2.8Kg/EA),17 EA,"90,540","73,426",12 EA,"65,220","52,253",4 EA,"24,400","19,011"
가공식품,김치/절임류,절임식품/반찬,단무지,362199,싱그람 꼬들단무지(슬라이스 알밥용 1Kg/EA),17 EA,"86,600","64,258",19 EA,"101,720","71,472",13 EA,"68,730","51,090"
가공식품,김치/절임류,절임식품/반찬,단무지,362200,파파야 단무지(백색_반달_얇은것 2.5Kg/EA),11 EA,"55,460","41,597",12 EA,"66,460","45,751",21 EA,"117,220","81,860"
가공식품,김치/절임류,절임식품/반찬,단무지,362209,단무지(모범떡볶이용 반달 2.7Kg/EA),146 EA,"690,580","618,227",149 EA,"704,770","631,001",110 EA,"520,300","465,836"
가공식품,김치/절임류,절임식품/반찬,단무지,362217,파파야 단무지(백색_11mm 김밥용 2.5Kg/EA),37 EA,"189,070","139,933",8 EA,"40,880","30,256",1 EA,"5,860","3,958"
가공식품,김치/절임류,절임식품/반찬,단무지,362220,씨엘푸드 동경단무지(슬라이스 1Kg/EA),77 EA,"365,100","222,831",60 EA,"282,360","173,565",54 EA,"291,560","175,839"
가공식품,김치/절임류,절임식품/반찬,단무지,362226,장수식품 단무지(반달 2.6Kg/EA),,,,1 EA,"4,160","3,331",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362234,새싹찬 단무지(반달 2.9Kg/EA),12 EA,"48,500","47,596",6 EA,"23,400","22,438",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362236,새싹찬 치자꼬들단무지(압축 1Kg/EA),1 EA,"4,300","3,420",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,362238,그래도푸드 파파야단무지(치면식당용 반달 2.8Kg/EA),24 EA,"84,240","63,264",20 EA,"70,200","52,720",16 EA,"56,160","42,176"
가공식품,김치/절임류,절임식품/반찬,단무지,362246,정담원 단무지(슬림_얇은반달 2.7Kg/EA),12 EA,"63,090","49,395",28 EA,"147,610","115,093",30 EA,"157,500","123,000"
가공식품,김치/절임류,절임식품/반찬,단무지,362252,단무지(라이스쉐프용 2.8Kg/EA),"1,276 EA","4,938,120","4,345,548","1,190 EA","4,605,300","4,052,667",995 EA,"3,850,650","3,388,573"
가공식품,김치/절임류,절임식품/반찬,단무지,362258,양지푸드 미니단무지(120g/EA),"15,040 EA","4,652,800","3,320,560","15,920 EA","4,922,400","3,513,731","15,280 EA","4,724,800","3,377,490"
가공식품,김치/절임류,절임식품/반찬,단무지,362263,사조대림 단무지(꼬들 1Kg/EA),16 EA,"111,840","62,424",19 EA,"132,810","74,129",14 EA,"91,460","53,452"
가공식품,김치/절임류,절임식품/반찬,단무지,362266,양지푸드 단무지(파인테이블용 스틱_약13cm*7mm 2.8Kg/EA),85 EA,"379,950","285,950",65 EA,"290,550","221,936",54 EA,"241,380","184,378"
가공식품,김치/절임류,절임식품/반찬,단무지,362269,세천팜 단무지(소포장 170g/EA),,,,400 EA,"152,000","108,624",80 EA,"31,200","21,437"
가공식품,김치/절임류,절임식품/반찬,단무지,362272,유자단무지(체인전용 1Kg/EA),"3,080 EA","10,054,600","9,386,437","3,200 EA","10,543,400","9,726,414","3,040 EA","10,050,200","9,234,731"
가공식품,김치/절임류,절임식품/반찬,단무지,362292,세천팜 단무지(소포장_120g*100입 12Kg/BOX),195 BOX,"6,205,493","4,387,247",195 BOX,"6,210,730","4,386,917",184 BOX,"5,886,970","4,138,424"
가공식품,김치/절임류,절임식품/반찬,단무지,362296,백단무지(혼다라멘용 1Kg/EA),411 EA,"1,363,820","1,126,487",430 EA,"1,556,600","1,175,271",429 EA,"1,552,980","1,289,633"
가공식품,김치/절임류,절임식품/반찬,단무지,362297,유자단무지(1Kg/EA),336 EA,"1,275,640","1,065,083",173 EA,"880,230","731,656",88 EA,"445,280","336,336"
가공식품,김치/절임류,절임식품/반찬,단무지,362298,단무지(스텔라떡볶이용 120g*80입 9.6Kg/BOX),25 BOX,"612,500","563,504",28 BOX,"686,000","645,231",30 BOX,"735,000","691,314"
가공식품,김치/절임류,절임식품/반찬,단무지,362302,세천팜 단무지(반달 2.5Kg/EA),548 EA,"2,630,400","2,174,288",551 EA,"2,644,800","2,186,186",590 EA,"2,833,320","2,350,107"
가공식품,김치/절임류,절임식품/반찬,단무지,362303,세천팜 단무지(반달채 2.5Kg/EA),14 EA,"80,960","58,528",16 EA,"93,760","67,694",10 EA,"58,600","42,308"
가공식품,김치/절임류,절임식품/반찬,단무지,362310,세천팜 단무지(깍둑 2.5Kg/EA),419 EA,"1,993,050","1,387,845",539 EA,"2,503,430","1,797,096",364 EA,"1,685,480","1,213,307"
가공식품,김치/절임류,절임식품/반찬,단무지,362311,웰빙랜드 단무지(6mm 꼬마김밥용 2.5Kg/EA),,,,1 EA,"5,500","3,629",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362313,웰빙랜드 단무지(10mm 김밥용 2.5Kg/EA),72 EA,"408,520","286,460",101 EA,"567,207","404,317",111 EA,"545,250","444,677"
가공식품,김치/절임류,절임식품/반찬,단무지,362315,웰빙랜드 단무지(13mm 김밥용 2.5Kg/EA),,,,8 EA,"42,480","33,278",4 EA,"21,840","17,083"
가공식품,김치/절임류,절임식품/반찬,단무지,362316,웰빙랜드 단무지(5mm 김밥용 2.5Kg/EA),1 EA,"5,080","3,629",,,,1 EA,"5,220","3,725"
가공식품,김치/절임류,절임식품/반찬,단무지,362319,웰빙랜드 단무지(양식용 2.5Kg/EA),1 EA,"5,990","4,255",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,362321,웰빙랜드 단무지(반달 2.5Kg/EA),3 EA,"17,710","11,772",22 EA,"122,210","84,845",2 EA,"11,320","8,017"
가공식품,김치/절임류,절임식품/반찬,단무지,362322,웰빙랜드 단무지(얇은반달 2.5Kg/EA),643 EA,"3,308,112","2,433,726",642 EA,"3,302,729","2,432,441",525 EA,"2,829,545","2,043,801"
가공식품,김치/절임류,절임식품/반찬,단무지,362481,하선정 단무지(통 400g/EA),1 EA,"2,510","1,636",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,362482,하선정 단무지(무첨가_반달_썬것 2.7Kg/EA),90 EA,"415,520","354,137",74 EA,"366,960","313,306",58 EA,"345,440","251,870"
가공식품,김치/절임류,절임식품/반찬,단무지,362533,피클로슬림단무지(백쿡용 2.8kg*4입 11.2Kg/BOX),"2,812 BOX","42,151,880","41,423,572","2,911 BOX","43,635,890","42,881,941","2,735 BOX","41,489,950","40,289,285"
가공식품,김치/절임류,절임식품/반찬,단무지,362534,일미 슬림단무지(백쿡용 2.8kg*4입 11.2Kg/BOX),"3,292 BOX","48,425,320","47,974,316","3,422 BOX","50,337,620","49,868,806","3,280 BOX","48,839,200","47,799,440"
가공식품,김치/절임류,절임식품/반찬,단무지,362542,자연드림 단무지(반찬용 280g/EA),,,,1 EA,"2,160","1,615",,,
가공식품,김치/절임류,절임식품/반찬,단무지,366034,포장단무지(행복한찜닭용 NEW_170g*80입 13.6Kg/BOX),147 BOX,"3,528,000","3,245,760",124 BOX,"2,976,000","2,737,920",,,
가공식품,김치/절임류,절임식품/반찬,단무지,368062,단무지(곱떡치떡&찜꽁찜닭용 120g*100입 12Kg/BOX),1 BOX,"30,650","26,972",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,369694,그래도푸드 인생단무지(얇은반달_50g*110EA 5.5Kg/BOX),73 BOX,"1,979,250","1,649,103",10 BOX,"313,020","229,944",22 BOX,"680,130","481,634"
가공식품,김치/절임류,절임식품/반찬,단무지,370121,반채단무지(에프앤비용 무색 2.5Kg/EA),754 EA,"3,393,000","3,138,902",744 EA,"3,348,000","3,097,272",707 EA,"3,181,500","2,943,241"
가공식품,김치/절임류,절임식품/반찬,단무지,370309,바푸리 단무지(에프앤비용 2kg*5입 김밥용 10Kg/BOX),114 BOX,"3,306,000","3,058,050",104 BOX,"3,016,000","2,789,800",92 BOX,"2,668,000","2,467,900"
가공식품,김치/절임류,절임식품/반찬,단무지,372307,C깍둑단무지(청년다방용 NEW_일미 3Kg/EA),"9,357 EA","39,767,250","37,300,505","10,048 EA","44,103,000","39,233,489","8,851 EA","39,829,500","36,758,196"
가공식품,김치/절임류,절임식품/반찬,단무지,372308,C미니깍둑단무지(청년다방용 NEW_일미_130g*80입 10.4Kg/BOX),594 BOX,"13,216,500","12,397,074",648 BOX,"15,723,000","14,280,301",634 BOX,"16,484,000","15,045,314"
가공식품,김치/절임류,절임식품/반찬,단무지,373111,세천팜 단무지(마피아용 170g*80입 13.6Kg/BOX),267 BOX,"7,306,210","6,353,388",266 BOX,"7,288,400","6,334,880",218 BOX,"5,973,200","5,196,684"
가공식품,김치/절임류,절임식품/반찬,단무지,374722,그래도푸드 인생단무지(얇은반달_50g*100EA 5Kg/BOX),129 BOX,"3,259,720","2,634,677",130 BOX,"3,152,300","2,667,123",126 BOX,"3,070,450","2,582,085"
가공식품,김치/절임류,절임식품/반찬,락교,108766,해울 락교(3S 3Kg/EA),392 EA,"5,599,570","4,373,977",506 EA,"7,379,800","5,662,421",502 EA,"7,257,000","5,605,848"
가공식품,김치/절임류,절임식품/반찬,락교,128498,해울 락교(2S 3Kg/EA),506 EA,"6,832,100","5,324,882",529 EA,"7,157,880","5,494,448",529 EA,"7,139,420","5,602,834"
가공식품,김치/절임류,절임식품/반찬,락교,259131,하선정 새콤락교(380g/EA),,,,,,,2 EA,"4,940","3,947"
가공식품,김치/절임류,절임식품/반찬,락교,292324,씨엔에프 락교(4Kg/EA),1 EA,"19,190","15,235",2 EA,"54,700","32,815",1 EA,"35,190","16,995"
가공식품,김치/절임류,절임식품/반찬,락교,294365,주비푸드 락교&초생강(락교40g+초생강20g 60g/EA),2 EA,"2,100","1,500",,,,,,
가공식품,김치/절임류,절임식품/반찬,락교,338757,동보식품 락교(파우치 4Kg/EA),5 EA,"110,350","82,966",12 EA,"261,600","205,414",10 EA,"218,180","169,715"
가공식품,김치/절임류,절임식품/반찬,락교,379208,씨엔에프 락교(4Kg/EA),,,,,,,7 EA,"134,230","110,672"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,116077,명진무역 짜차이(500g/EA),20 EA,"26,400","17,886",45 EA,"63,000","42,871",,,
가공식품,김치/절임류,절임식품/반찬,수입절임기타,135521,동보식품 초생강(적색 1.3Kg/EA),481 EA,"1,557,740","1,218,921",460 EA,"1,529,990","1,202,691",459 EA,"1,528,310","1,197,789"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,230137,이엔푸드 초생강채(적색 1.3Kg/EA),201 EA,"729,390","459,219",186 EA,"705,350","437,045",192 EA,"708,990","446,120"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,233159,삼도식품 해울초생강(적색 1.3Kg/EA),146 EA,"473,190","358,754",185 EA,"596,870","452,682",193 EA,"615,760","477,234"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,257652,이음푸드 짜차이무침(1Kg/EA),1 EA,"6,860","4,445",5 EA,"34,300","22,224",6 EA,"41,160","26,668"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,265228,차이웰 짜차이(1Kg/EA),260 EA,"466,570","365,561",304 EA,"561,220","430,268",160 EA,"294,880","231,240"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,294258,남국 초생강채(적색 1.3Kg/EA),55 EA,"215,000","163,977",50 EA,"194,360","148,425",35 EA,"136,220","104,013"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,321152,삼도식품 해울초생강(백색 1.3Kg/EA),477 EA,"1,516,010","1,200,369",563 EA,"1,786,930","1,415,938",409 EA,"1,272,970","1,025,491"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,363062,주비푸드 적초생강(병 200g/EA),1 EA,"2,780","1,965",,,,1 EA,"2,780","1,993"
가공식품,김치/절임류,절임식품/반찬,수입절임기타,364353,이엔푸드 초생강채(적색 1.3Kg/EA),1 EA,"3,500","2,251",,,,,,
가공식품,김치/절임류,절임식품/반찬,쌈무,362565,이츠웰 속이알찬쌈무(새콤달콤 3Kg/PAC),2 PAC,"16,840","12,929",1 PAC,"9,160","6,740",11 PAC,"108,020","76,513"
가공식품,김치/절임류,절임식품/반찬,쌈무,362567,하선정 새콤쌈무(3Kg/EA),1 EA,"8,610","7,150",,,,,,
가공식품,김치/절임류,절임식품/반찬,쌈무,362576,싱그람 쌈무(새콤 3Kg/EA),,,,1 EA,"6,420","6,528",,,
가공식품,김치/절임류,절임식품/반찬,쌈무,362577,싱그람 쌈무(와사비맛 3Kg/EA),,,,1 EA,"8,600","6,666",19 EA,"221,540","139,000"
가공식품,김치/절임류,절임식품/반찬,쌈무,362580,웰빙 쌈무(새콤달콤 2.8Kg/EA),115 EA,"795,765","489,807",191 EA,"1,321,637","814,149",131 EA,"880,390","539,560"
가공식품,김치/절임류,절임식품/반찬,쌈무,362581,웰빙 쌈무(와사비맛 2.8Kg/EA),60 EA,"350,600","271,008",36 EA,"210,720","160,285",58 EA,"360,390","255,477"
가공식품,김치/절임류,절임식품/반찬,쌈무,362582,웰빙 쌈무(핑크 2.8Kg/EA),4 EA,"25,980","17,376",2 EA,"13,800","8,713",10 EA,"66,510","42,106"
가공식품,김치/절임류,절임식품/반찬,쌈무,362587,세천팜 쌈무(흰색 2.8Kg/EA),45 EA,"322,280","223,207",43 EA,"314,180","204,234",43 EA,"308,240","204,871"
가공식품,김치/절임류,절임식품/반찬,쌈무,362588,세천팜 쌈무(와사비 2.8Kg/EA),92 EA,"600,760","442,017",7 EA,"47,650","32,950",50 EA,"382,600","241,058"
가공식품,김치/절임류,절임식품/반찬,쌈무,362589,세천팜 쌈무(핑크 2.8Kg/EA),,,,8 EA,"54,160","38,400",,,
가공식품,김치/절임류,절임식품/반찬,쌈무,362593,하선정 쌈무(새콤한맛 350g/EA),2 EA,"4,060","3,034",4 EA,"7,700","5,864",13 EA,"26,390","19,309"
가공식품,김치/절임류,절임식품/반찬,쌈무,362597,야무진 쌈무(와사비 2.8Kg/EA),2 EA,"14,200","10,229",5 EA,"35,500","25,575",2 EA,"14,200","10,229"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,113729,싱그람 우엉조림(김밥용 1Kg/PAC),22 PAC,"255,560","184,562",11 PAC,"126,590","92,109",,,
가공식품,김치/절임류,절임식품/반찬,완제형반찬,124109,한영 김밥우엉(1Kg/EA),1 EA,"8,740","6,941",,,,,,
가공식품,김치/절임류,절임식품/반찬,완제형반찬,135603,반찬단지 콩자반(4Kg/EA),9 EA,"162,470","123,078",11 EA,"196,870","150,886",24 EA,"462,580","341,804"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,135999,반찬단지 무말랭이무침(4Kg/EA),24 EA,"419,000","319,646",25 EA,"450,870","328,862",29 EA,"531,750","391,702"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,142565,반찬단지 고들빼기무침(1Kg/EA),10 EA,"52,730","45,281",6 EA,"38,912","29,877",3 EA,"20,010","15,327"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,142658,합천수산 양념가오리무침(2Kg/EA),2 EA,"101,000","74,744",2 EA,"101,000","74,744",2 EA,"101,000","74,744"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,159993,반찬단지 무말랭이(NEW 1Kg/EA),112 EA,"452,109","342,191",64 EA,"304,260","239,158",165 EA,"849,430","634,552"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,159994,반찬단지 콩자반(NEW 1Kg/EA),14 EA,"60,249","44,794",11 EA,"57,530","40,260",15 EA,"80,030","55,604"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,159995,반찬단지 땅콩조림(NEW 1Kg/EA),11 EA,"66,110","52,694",9 EA,"60,580","52,290",9 EA,"66,460","52,705"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,162363,하선정 우엉조림(김밥용 130g/EA),3 EA,"8,080","5,796",,,,3 EA,"8,790","6,224"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,165974,녹선 연근조림(고형량65% 1Kg/EA),,,,3 EA,"25,380","15,263",3 EA,"25,380","15,263"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,165978,녹선 콩자반(1Kg/EA),,,,2 EA,"11,486","7,436",,,
가공식품,김치/절임류,절임식품/반찬,완제형반찬,165979,녹선 무말랭이무침(1Kg/EA),6 EA,"31,200","20,031",9 EA,"47,100","31,264",6 EA,"31,230","20,620"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,165989,녹선 고추잎무침(1Kg/EA),,,,2 EA,"12,700","7,631",,,
가공식품,김치/절임류,절임식품/반찬,완제형반찬,166386,녹선 무말랭이무침(4Kg/EA),2 EA,"32,920","24,650",,,,5 EA,"144,400","71,785"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,166388,녹선 연근조림(고형량65% 4Kg/EA),4 EA,"107,680","80,606",,,,,,
가공식품,김치/절임류,절임식품/반찬,완제형반찬,166391,녹선 우엉조림(1Kg/EA),40 EA,"379,600","265,752",33 EA,"313,170","219,249",24 EA,"234,690","159,302"
가공식품,김치/절임류,절임식품/반찬,완제형반찬,166393,녹선 콩자반(4Kg/EA),6 EA,"117,660","88,044",,,,,,
